No.,Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
30846,130846,STEM,Graduate,2.71,24.95,Ideation,Advanced,3,TRUE,7.83,6,Actively_Encouraged,4,2.963,71.53,High
30847,130847,Business,Sophomore,1.845,26.12,Ideation,Intermediate,5,TRUE,10.95,8,Allowed_With_Citation,3,2.039,76.03,Low
30848,130848,STEM,Freshman,3.819,0.01,Direct_Answer_Generation,Intermediate,3,FALSE,11.18,1,Actively_Encouraged,4,4,93.5,Low
30849,130849,STEM,Freshman,3.284,6.23,Debugging/Troubleshooting,Advanced,5,FALSE,8.98,4,Allowed_With_Citation,3,3.808,99.36,Low
30850,130850,Humanities,Senior,2.193,11.99,Debugging/Troubleshooting,Beginner,2,TRUE,9.77,5,Allowed_With_Citation,7,2.024,68.93,Medium
30851,130851,Humanities,Freshman,3.159,4.95,Ideation,Intermediate,2,TRUE,9.61,5,Allowed_With_Citation,4,3,73.05,Low
30852,130852,STEM,Senior,3.159,7.26,Direct_Answer_Generation,Intermediate,1,TRUE,4.44,1,Allowed_With_Citation,3,3.426,63.04,Medium
30853,130853,Medical,Sophomore,1.852,1.84,Copywriting/Drafting,Beginner,3,TRUE,20.11,2,Strict_Ban,4,2.077,80.84,High
30854,130854,STEM,Sophomore,3.314,18.22,Debugging/Troubleshooting,Beginner,1,TRUE,3.55,6,Allowed_With_Citation,5,3.307,48.49,High
30855,130855,Arts,Senior,2.691,0.24,Ideation,Beginner,2,FALSE,6.24,3,Actively_Encouraged,3,2.679,64.78,High
30856,130856,Humanities,Senior,3.604,0.2,Copywriting/Drafting,Beginner,2,TRUE,14.72,1,Allowed_With_Citation,1,4,80.75,Low
30857,130857,Business,Sophomore,3.951,2.37,Debugging/Troubleshooting,Beginner,3,FALSE,12.99,4,Allowed_With_Citation,1,4,57.16,Medium
30858,130858,STEM,Junior,3.009,19.79,Ideation,Intermediate,4,TRUE,17.95,7,Strict_Ban,6,2.978,78.51,Medium
30859,130859,Business,Senior,2.802,1.04,Copywriting/Drafting,Intermediate,5,FALSE,10.77,1,Actively_Encouraged,3,3.2,83.83,Medium
30860,130860,Business,Senior,3.051,26.64,Ideation,Intermediate,2,TRUE,8.77,7,Actively_Encouraged,8,3.363,66.09,Medium
30861,130861,STEM,Junior,3.479,6.74,Direct_Answer_Generation,Intermediate,2,TRUE,20.5,2,Allowed_With_Citation,8,3.919,91.44,Low
30862,130862,STEM,Senior,3.627,27.44,Direct_Answer_Generation,Intermediate,3,TRUE,5.09,6,Actively_Encouraged,3,3.448,71.22,High
30863,130863,STEM,Senior,3.378,21.21,Ideation,Intermediate,2,TRUE,1,6,Actively_Encouraged,5,3.705,83.74,Medium
30864,130864,STEM,Senior,3.485,0.59,Summarizing_Reading,Advanced,3,FALSE,7.25,1,Actively_Encouraged,2,3.9,78.51,Medium
30865,130865,STEM,Sophomore,3.879,37.51,Summarizing_Reading,Intermediate,2,TRUE,4.33,7,Strict_Ban,7,4,59.49,Medium
30866,130866,STEM,Sophomore,3.193,24.22,Debugging/Troubleshooting,Advanced,3,TRUE,7.26,7,Actively_Encouraged,4,3.824,100,High
30867,130867,Business,Freshman,2.747,3.13,Copywriting/Drafting,Beginner,2,FALSE,12.51,2,Allowed_With_Citation,6,2.976,48.2,Low
30868,130868,Humanities,Senior,3.642,2.39,Copywriting/Drafting,Intermediate,1,TRUE,12.05,1,Allowed_With_Citation,4,3.812,77.61,Low
30869,130869,Humanities,Freshman,3.921,10.88,Ideation,Advanced,3,TRUE,10.74,4,Allowed_With_Citation,5,4,72.28,Low
30870,130870,STEM,Freshman,3.616,0.69,Direct_Answer_Generation,Beginner,2,FALSE,3.59,3,Allowed_With_Citation,1,3.518,81.53,Medium
30871,130871,Business,Graduate,3.761,16.57,Debugging/Troubleshooting,Intermediate,1,TRUE,1,4,Actively_Encouraged,1,3.708,91.85,High
30872,130872,Humanities,Freshman,3.714,0.01,Debugging/Troubleshooting,Advanced,3,FALSE,12.79,2,Allowed_With_Citation,1,4,90.35,Medium
30873,130873,Business,Freshman,3.474,7.14,Direct_Answer_Generation,Beginner,3,TRUE,8.59,4,Allowed_With_Citation,4,3.511,55.61,Medium
30874,130874,Business,Graduate,3.806,3.47,Ideation,Intermediate,3,TRUE,5.29,1,Actively_Encouraged,5,4,62.61,Medium
30875,130875,Business,Sophomore,2.441,14.02,Debugging/Troubleshooting,Beginner,1,FALSE,9.05,3,Strict_Ban,7,2.499,64.38,High
30876,130876,STEM,Graduate,3.435,5.83,Debugging/Troubleshooting,Advanced,3,FALSE,4.79,5,Actively_Encouraged,7,3.749,97.78,High
30877,130877,Business,Sophomore,3.807,12.43,Ideation,Intermediate,4,FALSE,11.03,3,Strict_Ban,7,3.767,59.2,High
30878,130878,STEM,Sophomore,2.486,0.97,Ideation,Beginner,1,FALSE,12.64,1,Allowed_With_Citation,2,2.704,72.51,Low
30879,130879,Medical,Freshman,2.453,1.11,Summarizing_Reading,Beginner,1,TRUE,3.93,2,Strict_Ban,5,2.431,48.56,Low
30880,130880,Arts,Graduate,3.521,10.3,Copywriting/Drafting,Intermediate,5,TRUE,11.31,5,Actively_Encouraged,1,3.942,80.24,Medium
30881,130881,Humanities,Senior,3.354,2.69,Debugging/Troubleshooting,Intermediate,3,FALSE,14.95,3,Allowed_With_Citation,2,3.879,82.74,Medium
30882,130882,Medical,Sophomore,3.696,1,Summarizing_Reading,Advanced,3,TRUE,14.67,1,Strict_Ban,4,4,88.19,Medium
30883,130883,Business,Senior,3.478,3.19,Copywriting/Drafting,Intermediate,5,FALSE,5.09,3,Allowed_With_Citation,7,3.878,80.81,High
30884,130884,Humanities,Freshman,2.556,2.53,Copywriting/Drafting,Intermediate,3,FALSE,15.26,1,Actively_Encouraged,6,2.688,59.98,Low
30885,130885,STEM,Junior,3.713,9.5,Summarizing_Reading,Beginner,1,TRUE,14.95,4,Allowed_With_Citation,1,4,71.11,Medium
30886,130886,Business,Sophomore,2.761,12.28,Summarizing_Reading,Intermediate,4,TRUE,20.46,4,Allowed_With_Citation,4,3.473,73.11,High
30887,130887,Arts,Graduate,3.236,0.54,Ideation,Beginner,2,FALSE,4.32,3,Allowed_With_Citation,2,3.234,74.79,Medium
30888,130888,Arts,Junior,3.863,15.76,Debugging/Troubleshooting,Beginner,1,FALSE,10.03,2,Allowed_With_Citation,4,4,69.94,Medium
30889,130889,Business,Graduate,2.912,22.53,Copywriting/Drafting,Intermediate,3,FALSE,8.46,7,Allowed_With_Citation,1,3.049,57,Medium
30890,130890,Humanities,Junior,3.439,23.87,Ideation,Advanced,4,TRUE,6.81,3,Allowed_With_Citation,3,3.803,87.71,Medium
30891,130891,Business,Junior,3.219,0.46,Copywriting/Drafting,Beginner,3,TRUE,4.55,5,Actively_Encouraged,5,3.318,74.31,High
30892,130892,Arts,Senior,3.21,7.82,Copywriting/Drafting,Advanced,5,FALSE,12.71,6,Strict_Ban,3,3.415,97.5,Medium
30893,130893,Humanities,Senior,3.321,0.91,Debugging/Troubleshooting,Beginner,2,FALSE,15.24,3,Strict_Ban,4,3.619,51.11,Medium
30894,130894,Humanities,Freshman,3.753,1.14,Summarizing_Reading,Beginner,3,FALSE,11.43,3,Allowed_With_Citation,2,3.714,46.05,Low
30895,130895,Business,Junior,2.326,9.75,Debugging/Troubleshooting,Advanced,4,FALSE,8.38,5,Actively_Encouraged,7,2.952,64.37,High
30896,130896,Medical,Senior,3.742,1.17,Direct_Answer_Generation,Beginner,2,FALSE,11.07,2,Allowed_With_Citation,3,4,76.52,Low
30897,130897,Arts,Sophomore,3.698,2.23,Summarizing_Reading,Intermediate,2,FALSE,9.66,4,Actively_Encouraged,9,3.921,82.43,Low
30898,130898,STEM,Freshman,2.687,1.7,Ideation,Advanced,5,FALSE,2.64,4,Actively_Encouraged,1,2.459,76.55,Medium
30899,130899,STEM,Freshman,1.527,11.3,Debugging/Troubleshooting,Advanced,3,TRUE,6.04,2,Actively_Encouraged,2,1.792,90.6,Medium
30900,130900,Arts,Senior,1.941,15.96,Summarizing_Reading,Intermediate,2,TRUE,14.41,5,Actively_Encouraged,2,2.476,91.86,High
30901,130901,Arts,Freshman,3.056,17.21,Summarizing_Reading,Intermediate,2,FALSE,20.53,6,Actively_Encouraged,4,3.164,57.61,Low
30902,130902,Humanities,Freshman,3.762,2.06,Copywriting/Drafting,Intermediate,3,TRUE,10.99,3,Actively_Encouraged,4,3.936,67.7,Low
30903,130903,Business,Sophomore,2.922,0.27,Debugging/Troubleshooting,Beginner,2,FALSE,6.11,3,Allowed_With_Citation,1,3.068,74.23,Low
30904,130904,Medical,Freshman,3.299,2.1,Copywriting/Drafting,Beginner,3,FALSE,7.21,3,Allowed_With_Citation,1,3.465,86.93,Low
30905,130905,Medical,Freshman,2.879,13.21,Summarizing_Reading,Intermediate,3,TRUE,11.73,6,Strict_Ban,9,3.129,71.17,Medium
30906,130906,Arts,Graduate,3.02,5.72,Direct_Answer_Generation,Beginner,3,FALSE,9.85,1,Allowed_With_Citation,6,3.253,67.95,Medium
30907,130907,STEM,Sophomore,3.743,1.52,Debugging/Troubleshooting,Intermediate,4,FALSE,9.11,3,Strict_Ban,2,3.92,69.1,Low
30908,130908,Business,Junior,3.924,8.77,Direct_Answer_Generation,Intermediate,1,FALSE,7.84,3,Strict_Ban,3,4,84.42,High
30909,130909,STEM,Graduate,3.231,8.72,Direct_Answer_Generation,Advanced,3,FALSE,10.03,2,Allowed_With_Citation,4,3.388,86.3,High
30910,130910,Medical,Graduate,3.368,1.19,Summarizing_Reading,Intermediate,2,TRUE,17.23,2,Allowed_With_Citation,8,3.86,85.44,Medium
30911,130911,STEM,Senior,2.908,12.84,Copywriting/Drafting,Beginner,3,TRUE,22.52,6,Strict_Ban,6,3.491,70.02,High
30912,130912,Business,Graduate,3.063,18.04,Copywriting/Drafting,Beginner,1,TRUE,14.76,6,Actively_Encouraged,7,3.394,60.01,Medium
30913,130913,Business,Junior,3.132,11.59,Ideation,Beginner,1,FALSE,18.52,2,Actively_Encouraged,5,3.595,79.45,High
30914,130914,Arts,Senior,3.32,4.49,Direct_Answer_Generation,Advanced,5,FALSE,10.41,4,Actively_Encouraged,3,3.522,95.97,Low
30915,130915,Business,Graduate,3.571,0.85,Ideation,Advanced,3,FALSE,16.07,3,Allowed_With_Citation,4,4,68.23,Low
30916,130916,STEM,Freshman,3.418,15.09,Copywriting/Drafting,Beginner,3,TRUE,11.04,2,Actively_Encouraged,1,3.401,75.11,Medium
30917,130917,Business,Sophomore,2.682,0.13,Ideation,Advanced,4,FALSE,16.29,3,Actively_Encouraged,6,2.776,59.46,Medium
30918,130918,Humanities,Senior,2.299,4.65,Direct_Answer_Generation,Advanced,3,FALSE,4.22,4,Actively_Encouraged,5,2.813,54.45,High
30919,130919,Humanities,Sophomore,2.851,10.11,Copywriting/Drafting,Beginner,2,TRUE,9.84,6,Actively_Encouraged,5,3.07,48.91,Medium
30920,130920,Medical,Freshman,3.455,1.05,Direct_Answer_Generation,Intermediate,3,FALSE,16.97,1,Actively_Encouraged,3,3.828,89.7,Low
30921,130921,Business,Senior,1.961,10.91,Debugging/Troubleshooting,Beginner,1,FALSE,13.07,2,Allowed_With_Citation,6,2.175,70.1,Medium
30922,130922,Business,Freshman,2.91,0.56,Ideation,Beginner,3,TRUE,6.28,1,Strict_Ban,6,3.047,66.73,Low
30923,130923,Business,Sophomore,3.06,2.44,Direct_Answer_Generation,Beginner,1,FALSE,21.8,1,Actively_Encouraged,2,3.367,78.04,Medium
30924,130924,Arts,Graduate,3.782,1.1,Summarizing_Reading,Beginner,3,TRUE,18.74,4,Allowed_With_Citation,5,4,82.39,Low
30925,130925,Arts,Freshman,3.305,0.3,Direct_Answer_Generation,Advanced,3,FALSE,2.75,1,Allowed_With_Citation,3,3.243,98.09,Low
30926,130926,Business,Graduate,3.797,17.75,Ideation,Intermediate,5,TRUE,15.1,6,Allowed_With_Citation,7,4,66.26,Medium
30927,130927,Medical,Junior,2.587,1.14,Ideation,Advanced,5,TRUE,14.54,1,Allowed_With_Citation,4,3.176,68.23,Medium
30928,130928,Humanities,Graduate,3.881,5.33,Debugging/Troubleshooting,Beginner,1,TRUE,9.92,2,Allowed_With_Citation,2,4,70.92,Medium
30929,130929,Business,Graduate,3.546,2.46,Copywriting/Drafting,Beginner,3,FALSE,6.88,6,Actively_Encouraged,6,3.915,88.39,Medium
30930,130930,Arts,Sophomore,3.622,7.42,Direct_Answer_Generation,Intermediate,2,TRUE,10.63,5,Strict_Ban,9,3.778,86.77,Medium
30931,130931,Humanities,Graduate,2.694,4.28,Ideation,Beginner,1,FALSE,12.22,2,Allowed_With_Citation,1,3.184,74.01,Medium
30932,130932,Humanities,Junior,3.181,0.93,Copywriting/Drafting,Beginner,2,TRUE,12.51,5,Allowed_With_Citation,6,3.526,58.7,Medium
30933,130933,Medical,Junior,3.253,10.3,Summarizing_Reading,Beginner,1,FALSE,25.83,3,Allowed_With_Citation,3,4,84.32,Medium
30934,130934,STEM,Junior,3.517,1.75,Debugging/Troubleshooting,Intermediate,3,TRUE,9.78,1,Allowed_With_Citation,2,3.396,71.18,Medium
30935,130935,Humanities,Freshman,3.14,3.91,Debugging/Troubleshooting,Intermediate,4,FALSE,15.48,4,Allowed_With_Citation,5,3.022,70.91,Low
30936,130936,Humanities,Senior,3.112,3.77,Debugging/Troubleshooting,Intermediate,3,TRUE,15.03,1,Strict_Ban,4,3.393,83.07,Medium
30937,130937,STEM,Sophomore,3.077,20.93,Direct_Answer_Generation,Intermediate,3,TRUE,17.53,6,Strict_Ban,6,2.989,67.49,High
30938,130938,Medical,Sophomore,2.775,3.11,Copywriting/Drafting,Beginner,2,FALSE,1.35,5,Actively_Encouraged,1,2.745,61.43,Medium
30939,130939,STEM,Senior,3.889,2.11,Direct_Answer_Generation,Beginner,3,TRUE,20.63,2,Allowed_With_Citation,6,4,63.08,Low
30940,130940,STEM,Sophomore,3.797,0.83,Direct_Answer_Generation,Intermediate,2,FALSE,16.62,2,Allowed_With_Citation,2,4,74.58,Medium
30941,130941,Arts,Junior,3.59,13.29,Copywriting/Drafting,Intermediate,3,TRUE,8.65,4,Allowed_With_Citation,5,3.958,67.89,High
30942,130942,STEM,Junior,3.446,5.47,Debugging/Troubleshooting,Advanced,4,FALSE,6.99,4,Allowed_With_Citation,4,3.649,90.74,Medium
30943,130943,Business,Junior,3.251,4.62,Summarizing_Reading,Beginner,2,TRUE,8.2,2,Allowed_With_Citation,4,3.822,75.01,Medium
30944,130944,Arts,Sophomore,3.612,0.66,Copywriting/Drafting,Advanced,3,FALSE,19.29,2,Actively_Encouraged,3,3.935,78.11,Medium
30945,130945,Arts,Graduate,3.096,18.06,Copywriting/Drafting,Beginner,1,TRUE,16.1,5,Actively_Encouraged,7,3.256,76.72,High
30946,130946,Arts,Junior,2.251,2.83,Copywriting/Drafting,Beginner,3,FALSE,22.44,3,Allowed_With_Citation,4,2.615,86.23,Low
30947,130947,STEM,Sophomore,2.954,35.85,Direct_Answer_Generation,Advanced,3,FALSE,11.47,9,Strict_Ban,10,2.613,48.85,High
30948,130948,STEM,Freshman,2.739,11.07,Ideation,Beginner,1,TRUE,12.61,4,Strict_Ban,6,2.899,65.25,High
30949,130949,Humanities,Junior,3.592,4.02,Direct_Answer_Generation,Advanced,3,FALSE,14.43,2,Strict_Ban,3,4,86.03,Low
30950,130950,STEM,Junior,3.76,2.44,Debugging/Troubleshooting,Advanced,3,FALSE,1,1,Allowed_With_Citation,3,3.996,92.13,Low
30951,130951,Business,Graduate,3.103,1.73,Copywriting/Drafting,Intermediate,2,FALSE,13.89,4,Allowed_With_Citation,5,3.391,74.23,Low
30952,130952,Humanities,Sophomore,3.203,0.83,Copywriting/Drafting,Intermediate,2,FALSE,9.19,2,Allowed_With_Citation,2,3.461,79.44,Medium
30953,130953,Business,Graduate,2.268,7.29,Ideation,Beginner,2,FALSE,15.97,5,Allowed_With_Citation,7,2.609,61.67,High
30954,130954,STEM,Senior,2.079,18,Debugging/Troubleshooting,Intermediate,1,TRUE,12.03,5,Allowed_With_Citation,1,2.361,82.9,High
30955,130955,Humanities,Junior,3.116,3.51,Copywriting/Drafting,Intermediate,3,FALSE,12.06,2,Actively_Encouraged,5,3.25,68.39,High
30956,130956,Humanities,Graduate,2.327,10.56,Direct_Answer_Generation,Intermediate,3,TRUE,13.81,5,Allowed_With_Citation,3,2.784,70.78,High
30957,130957,STEM,Graduate,3.615,38.28,Debugging/Troubleshooting,Beginner,3,TRUE,5.75,9,Allowed_With_Citation,8,3.63,60.93,High
30958,130958,Business,Senior,3.702,0.89,Ideation,Beginner,1,FALSE,1.88,1,Actively_Encouraged,5,3.7,62.6,Low
30959,130959,Business,Freshman,2.842,4.36,Ideation,Beginner,3,FALSE,13.9,1,Strict_Ban,3,2.922,59.89,Low
30960,130960,Arts,Freshman,3.962,11.31,Summarizing_Reading,Intermediate,2,TRUE,7.6,5,Allowed_With_Citation,3,3.96,94.45,Low
30961,130961,Medical,Junior,2.582,3.24,Direct_Answer_Generation,Beginner,1,TRUE,3.65,4,Allowed_With_Citation,2,2.768,81.63,Medium
30962,130962,Business,Sophomore,2.536,6.59,Ideation,Beginner,2,FALSE,7.13,6,Actively_Encouraged,5,2.594,62.13,Medium
30963,130963,Business,Junior,3.056,21.22,Debugging/Troubleshooting,Beginner,2,TRUE,10.19,6,Actively_Encouraged,4,3.076,81.59,Medium
30964,130964,STEM,Junior,2.871,8.29,Summarizing_Reading,Advanced,3,TRUE,1,5,Allowed_With_Citation,4,2.979,69.2,Medium
30965,130965,STEM,Junior,3.4,2.66,Debugging/Troubleshooting,Beginner,1,TRUE,3.95,2,Actively_Encouraged,2,3.603,78.89,Medium
30966,130966,Arts,Junior,2.531,2.85,Copywriting/Drafting,Beginner,1,FALSE,11.96,1,Actively_Encouraged,6,2.674,69.18,Medium
30967,130967,STEM,Sophomore,3.649,21.86,Ideation,Intermediate,3,TRUE,11.58,6,Allowed_With_Citation,4,4,78.09,High
30968,130968,Humanities,Freshman,2.998,30.16,Copywriting/Drafting,Beginner,3,FALSE,3.9,8,Allowed_With_Citation,8,2.984,61.54,High
30969,130969,STEM,Junior,3.164,6.96,Debugging/Troubleshooting,Advanced,3,FALSE,9.48,4,Actively_Encouraged,5,3.404,91.59,High
30970,130970,STEM,Junior,2.654,1.89,Debugging/Troubleshooting,Beginner,1,FALSE,5.43,1,Actively_Encouraged,3,2.813,64.39,Low
30971,130971,Arts,Sophomore,2.934,1.82,Debugging/Troubleshooting,Advanced,4,FALSE,1.94,1,Allowed_With_Citation,6,3.204,59.63,High
30972,130972,STEM,Freshman,2.598,22.94,Debugging/Troubleshooting,Beginner,1,TRUE,6.41,5,Strict_Ban,10,2.492,51.29,Medium
30973,130973,Humanities,Freshman,2.585,12.62,Copywriting/Drafting,Intermediate,3,FALSE,15.27,5,Allowed_With_Citation,5,2.788,90.05,Medium
30974,130974,STEM,Junior,2.957,28.27,Debugging/Troubleshooting,Advanced,4,FALSE,10.28,7,Allowed_With_Citation,7,3.264,81.83,Low
30975,130975,Business,Junior,2.37,13.28,Ideation,Intermediate,3,FALSE,1,5,Actively_Encouraged,8,2.643,82.94,High
30976,130976,Business,Freshman,3.177,1.47,Copywriting/Drafting,Intermediate,1,FALSE,10.2,4,Allowed_With_Citation,6,3.173,74.02,Medium
30977,130977,Humanities,Junior,3.649,2.16,Copywriting/Drafting,Beginner,2,FALSE,4.13,3,Strict_Ban,7,3.638,57.52,Low
30978,130978,Arts,Junior,3.272,2.04,Copywriting/Drafting,Advanced,4,FALSE,12.27,2,Actively_Encouraged,5,3.375,91.03,Medium
30979,130979,STEM,Senior,3.018,17.89,Ideation,Beginner,3,FALSE,12.22,4,Strict_Ban,6,3.002,71.33,High
30980,130980,Business,Graduate,3.361,20.6,Ideation,Advanced,3,FALSE,17.42,2,Strict_Ban,8,3.723,83.81,High
30981,130981,Business,Sophomore,1.937,2.68,Copywriting/Drafting,Advanced,5,TRUE,11.86,5,Actively_Encouraged,5,2.047,68.21,High
30982,130982,Medical,Sophomore,3.609,2.83,Debugging/Troubleshooting,Intermediate,2,TRUE,8.5,1,Allowed_With_Citation,4,3.63,68.52,Medium
30983,130983,STEM,Senior,3.436,3.51,Ideation,Beginner,2,TRUE,14.92,5,Allowed_With_Citation,6,3.807,65.87,Low
30984,130984,STEM,Graduate,3.286,22.59,Debugging/Troubleshooting,Beginner,3,TRUE,20.84,6,Allowed_With_Citation,5,3.602,76.2,High
30985,130985,STEM,Junior,3.531,40,Summarizing_Reading,Beginner,3,FALSE,11.64,8,Strict_Ban,10,3.628,48.7,High
30986,130986,STEM,Freshman,2.04,8.98,Debugging/Troubleshooting,Advanced,5,FALSE,10.02,6,Strict_Ban,2,2.182,78.52,Medium
30987,130987,STEM,Graduate,3.581,0.51,Ideation,Intermediate,2,FALSE,13.36,1,Allowed_With_Citation,1,3.661,83.75,Low
30988,130988,Humanities,Junior,3.498,0.33,Copywriting/Drafting,Intermediate,3,FALSE,8.87,1,Allowed_With_Citation,1,3.793,77.25,Medium
30989,130989,Humanities,Junior,2.624,9.18,Ideation,Beginner,2,FALSE,16.06,1,Allowed_With_Citation,1,2.772,80.71,Medium
30990,130990,Medical,Junior,3.402,11.4,Direct_Answer_Generation,Advanced,3,FALSE,12.99,3,Allowed_With_Citation,5,3.714,79.3,Low
30991,130991,STEM,Sophomore,2.658,1.73,Direct_Answer_Generation,Advanced,4,FALSE,10.05,1,Allowed_With_Citation,3,2.872,71.5,Low
30992,130992,Medical,Senior,3.163,1.6,Summarizing_Reading,Intermediate,4,FALSE,12.96,3,Allowed_With_Citation,4,3.293,65.41,Medium
30993,130993,Arts,Senior,2.399,12.63,Copywriting/Drafting,Intermediate,2,FALSE,12.43,3,Allowed_With_Citation,1,2.844,78.48,Medium
30994,130994,Medical,Graduate,2.833,0.8,Debugging/Troubleshooting,Advanced,5,FALSE,16.42,5,Allowed_With_Citation,7,2.971,89.7,Medium
30995,130995,Medical,Freshman,3.847,6.19,Summarizing_Reading,Beginner,1,FALSE,14.26,2,Actively_Encouraged,3,3.771,77.75,High
30996,130996,Arts,Junior,3.299,6.69,Copywriting/Drafting,Advanced,3,FALSE,11.36,1,Actively_Encouraged,1,3.601,49.38,Low
30997,130997,Arts,Junior,2.838,12.61,Summarizing_Reading,Intermediate,2,FALSE,4.92,5,Actively_Encouraged,2,2.911,100,High
30998,130998,Humanities,Graduate,3.194,1.14,Ideation,Intermediate,4,FALSE,9.98,3,Allowed_With_Citation,2,3.507,62.19,Medium
30999,130999,Business,Freshman,2.874,0.1,Debugging/Troubleshooting,Advanced,4,FALSE,10.63,4,Actively_Encouraged,1,3.184,100,Low
31000,131000,Medical,Senior,3.6,2.27,Summarizing_Reading,Intermediate,1,FALSE,8.77,2,Allowed_With_Citation,2,3.861,60.51,Medium
31001,131001,Humanities,Junior,3.557,20.96,Ideation,Beginner,2,TRUE,1.22,4,Allowed_With_Citation,8,3.87,53.99,Medium
31002,131002,STEM,Junior,2.789,1.05,Debugging/Troubleshooting,Advanced,3,FALSE,9.03,3,Allowed_With_Citation,2,3.249,87.09,Medium
31003,131003,Arts,Graduate,2.791,13.91,Copywriting/Drafting,Advanced,3,TRUE,17.02,3,Strict_Ban,8,3.181,75.91,High
31004,131004,Business,Junior,3.85,16.21,Ideation,Advanced,3,TRUE,7.61,7,Allowed_With_Citation,3,3.995,78.64,High
31005,131005,Arts,Senior,3.307,18.99,Summarizing_Reading,Beginner,1,TRUE,11.14,6,Allowed_With_Citation,4,3.67,72.42,High
31006,131006,STEM,Senior,3.549,10.07,Debugging/Troubleshooting,Intermediate,2,TRUE,1,4,Allowed_With_Citation,3,3.81,67.58,Medium
31007,131007,Business,Freshman,3.712,14.61,Debugging/Troubleshooting,Advanced,4,FALSE,19.51,4,Allowed_With_Citation,4,4,100,Low
31008,131008,STEM,Freshman,3.003,13.17,Debugging/Troubleshooting,Beginner,3,TRUE,5.18,4,Actively_Encouraged,7,3.157,100,Medium
31009,131009,Medical,Sophomore,2.863,11.36,Copywriting/Drafting,Beginner,3,TRUE,8.28,4,Actively_Encouraged,4,3.2,64.83,Medium
31010,131010,STEM,Senior,2.793,1.21,Direct_Answer_Generation,Advanced,4,FALSE,17.97,5,Allowed_With_Citation,6,3.115,92.29,Medium
31011,131011,Arts,Freshman,3.05,12.24,Debugging/Troubleshooting,Intermediate,3,FALSE,3.33,4,Actively_Encouraged,1,3.064,49.62,Low
31012,131012,STEM,Senior,3.673,1.87,Direct_Answer_Generation,Beginner,2,TRUE,15.15,3,Strict_Ban,4,3.684,88.27,Low
31013,131013,STEM,Freshman,3.826,20.94,Ideation,Beginner,3,TRUE,14.12,8,Strict_Ban,7,4,72.96,High
31014,131014,STEM,Junior,2.869,14.4,Summarizing_Reading,Advanced,4,FALSE,10.81,7,Strict_Ban,10,2.871,72.38,High
31015,131015,Humanities,Freshman,2.822,22.48,Copywriting/Drafting,Intermediate,5,TRUE,20.08,6,Allowed_With_Citation,5,3.055,88.52,High
31016,131016,Business,Freshman,2.97,3.48,Summarizing_Reading,Intermediate,5,TRUE,20.6,1,Allowed_With_Citation,3,3.243,94.49,Low
31017,131017,STEM,Sophomore,2.91,11.01,Debugging/Troubleshooting,Beginner,1,TRUE,13.05,4,Actively_Encouraged,6,3.219,78.24,High
31018,131018,Humanities,Graduate,3.712,11.68,Copywriting/Drafting,Advanced,5,TRUE,12.08,6,Allowed_With_Citation,6,4,81.14,High
31019,131019,STEM,Sophomore,2.606,0.05,Summarizing_Reading,Intermediate,3,FALSE,8.93,3,Strict_Ban,4,2.741,69.6,Low
31020,131020,Arts,Freshman,3.969,24.33,Summarizing_Reading,Advanced,4,TRUE,15.47,8,Actively_Encouraged,4,4,78.2,High
31021,131021,STEM,Graduate,3.729,1.82,Debugging/Troubleshooting,Beginner,2,TRUE,11.48,1,Allowed_With_Citation,3,4,69.85,Low
31022,131022,Humanities,Junior,3.592,7.38,Direct_Answer_Generation,Beginner,2,TRUE,9.53,5,Actively_Encouraged,2,3.735,56.79,Low
31023,131023,Business,Junior,3.716,3.67,Debugging/Troubleshooting,Beginner,1,FALSE,8.61,1,Actively_Encouraged,1,3.994,73.23,Medium
31024,131024,Medical,Graduate,2.518,8.51,Summarizing_Reading,Beginner,3,FALSE,12.39,4,Actively_Encouraged,9,2.792,65.39,Medium
31025,131025,Arts,Senior,3.088,4.08,Summarizing_Reading,Intermediate,3,FALSE,9.25,5,Allowed_With_Citation,4,2.973,72.99,Medium
31026,131026,Medical,Senior,3.019,2.74,Summarizing_Reading,Intermediate,5,FALSE,12.53,2,Allowed_With_Citation,5,3.28,78.99,Low
31027,131027,STEM,Junior,3.414,4.75,Debugging/Troubleshooting,Advanced,3,FALSE,9.92,1,Strict_Ban,2,4,84.45,Low
31028,131028,Arts,Senior,2.512,13.88,Copywriting/Drafting,Intermediate,2,FALSE,13.67,3,Actively_Encouraged,6,2.935,76.85,Medium
31029,131029,Arts,Graduate,3.365,3,Ideation,Advanced,4,FALSE,8.6,2,Actively_Encouraged,4,3.53,90.81,Low
31030,131030,Medical,Graduate,3.836,10.93,Debugging/Troubleshooting,Advanced,4,TRUE,13.83,3,Strict_Ban,9,4,99.55,High
31031,131031,Humanities,Junior,3.381,12.31,Copywriting/Drafting,Intermediate,2,TRUE,4.83,3,Allowed_With_Citation,5,3.547,85.26,Low
